Protein_ID
R4FJJ6
R4FK60
R4FK98
R4FKB2
R4FL23
R4FL42
R4FLH7
R4FLV9
R4FML2
R4FMV1
R4FMY9
R4FN52
R4FN97
R4FPF4
R4FQF4
R4FQG1
R4G335
R4G366
R4G3D8
R4G3E6
R4G3K3
R4G3W6
R4G3Z1
R4G412
R4G471
R4G493
R4G4A7
R4G4B1
R4G4D9
R4G4K0
R4G4M2
R4G4U3
R4G4U9
R4G504
R4G5K6
R4G5L0
R4G7Q7
R4G7Q8
R4G7W4
R4G817
R4G878
R4G8C3
R4G8G8
R4G8H4
R4G8H5
R4G8J3
R4G8J7
R4G8K2
R4G8N8
R4G8P6
R4G8R2
T1H7S4
T1H9S6
T1HAU5
T1HAZ2
T1HAZ3
T1HBF3
T1HBI0
T1HBQ5
T1HCE0
T1HE13
T1HEK1
T1HES3
T1HEZ2
T1HF15
T1HH27
T1HHP5
T1HI17
T1HIN2
T1HM18
T1HMR4
T1HN69
T1HN70
T1HPW7
T1HQ89
T1HT16
T1HTY7
T1HUE9
T1HUG6
T1HVC5
T1HWI3
T1HWZ2
T1HX83
T1HX85
T1HXA5
T1HY77
T1HZC8
T1I012
T1I3U3
T1I5A7
T1I5F0
T1I5J3
T1I7I4
T1I871
T1I8N3
T1I9Y3
T1I9Y5
T1IA59
T1IAC0
T1IBL7
T1IBL9
T1IC14
T1ICK9
T1ICW9
T1ID75
T1IEG6
T1IFB7
T1IG61
R4FJY4
R4FKZ1
R4FL47
R4FL91
R4FLA7
R4FLB3
R4FLL8
R4FM02
R4FMA3
R4FMR4
R4FMY5
R4FN11
R4FN30
R4FN34
R4FN38
R4FN87
R4FND4
R4FNN5
R4FNQ0
R4FNS2
R4FNT4
R4FNW4
R4FNY7
R4FPV9
R4G389
R4G3C9
R4G3P9
R4G3W2
R4G437
R4G4B2
R4G4D0
R4G4F8
R4G4G9
R4G4H7
R4G4K2
R4G4K6
R4G4K8
R4G4N4
R4G4S6
R4G4V6
R4G581
R4G584
R4G5B4
R4G5H8
R4G5K3
R4G7T2
R4G7U3
R4G7X0
R4G8A2
R4G8B0
R4G8D0
R4G8L9
R4G8M2
R4G8N7
R4G8R9
R4G8S8
T1H8G1
T1H8N0
T1H8V1
T1H9B9
T1H9F6
T1H9K6
T1H9L9
T1H9P0
T1H9U6
T1H9U9
T1HAS3
T1HAT9
T1HAW8
T1HB13
T1HB68
T1HB80
T1HB93
T1HBJ5
T1HBJ6
T1HBK9
T1HBN6
T1HBP2
T1HBR5
T1HCR9
T1HDB1
T1HDE6
T1HDJ8
T1HDR8
T1HE03
T1HE18
T1HE30
T1HE31
T1HEB4
T1HEC3
T1HEP4
T1HEQ8
T1HEX3
T1HEX6
T1HF44
T1HFG5
T1HFI8
T1HFL7
T1HFS1
T1HFS6
T1HFT5
T1HFU1
T1HFV6
T1HGQ9
T1HGS5
T1HH93
T1HHQ4
T1HHT1
T1HI25
T1HI35
T1HI69
T1HIB5
T1HIN4
T1HIT2
T1HIU7
T1HIX5
T1HIY4
T1HJ37
T1HJ41
T1HJ83
T1HJB5
T1HJN2
T1HJQ8
T1HJR2
T1HK02
T1HK08
T1HK56
T1HKH8
T1HKI5
T1HKY9
T1HL72
T1HLG9
T1HLR4
T1HLU9
T1HM25
T1HM46
T1HMC9
T1HMD1
T1HMD5
T1HME4
T1HMS7
T1HMV8
T1HN28
T1HN32
T1HN33
T1HN81
T1HNB6
T1HNK4
T1HNS9
T1HNU8
T1HP15
T1HP22
T1HP33
T1HP53
T1HPB5
T1HPD2
T1HPF2
T1HPG2
T1HPG8
T1HPJ2
T1HPU2
T1HPU3
T1HPW4
T1HPX1
T1HQ60
T1HQ88
T1HQA2
T1HQB5
T1HQF1
T1HR09
T1HR18
T1HR59
T1HRP4
T1HS10
T1HS20
T1HS66
T1HS78
T1HSI9
T1HSP6
T1HSR0
T1HSY9
T1HTF9
T1HTN6
T1HTN7
T1HTS0
T1HTW8
T1HTZ7
T1HU69
T1HU84
T1HUA9
T1HUD1
T1HUJ5
T1HUJ9
T1HUL9
T1HUZ6
T1HV40
