Genes
ADCY1
ADCY8
ADCY9
AKT1
AKT2
SIRT1
MTOR
HDAC2
HSPA8
IGF1
IGF1R
IRS1
KRAS
NRAS
PRKAG2
PIK3CA
PIK3CD
PIK3R1
PIK3R2
PRKAG3
PRKAA2
PRKAB1
PRKAB2
PRKACG
RPS6KB1
SOD1
SOD2
CLPB
CAT
PIK3R3
