Genes
ADCY1
ADCY8
ADCY9
ADORA1
SLC32A1
GRK3
GABRA2
GABRA3
GABRA4
GABRA6
GABRB1
GABRB2
GABRD
GABRE
GABRG1
GNAI3
GNAO1
GNAS
GNB1
GNB3
GNG3
GNG5
GNG11
GNGT1
GNGT2
GRK4
KCNJ3
KCNJ9
ARRB1
PDE11A
PDE3B
PDE4A
PDE1B
GNG13
PRKACG
PRKCG
GNB4
CACNA1B
GNG8
