Genes
ARPC3
ACTR3
ACTR2
ARPC2
ABI2
MYL9
VAV3
ARPC1A
CFL2
IQGAP2
CHRM3
CHRM4
CRK
DIAPH1
DIAPH2
DOCK1
EGF
EGFR
PIKFYVE
F2
F2R
SPATA13
FGF2
FGF3
FGF4
FGF6
FGF7
FGF8
FGF9
FGF10
FGFR1
FGFR3
FGFR4
RRAS2
MRAS
PIP5K1C
FGF20
CYFIP2
FGF22
GNA12
GSN
MYLPF
NCKAP1L
APC
MYLK4
ITGA1
ITGA2
ITGA2B
ITGA3
ITGA5
ITGA9
ITGAE
ITGAM
ITGAV
ITGAX
ARAF
ITGB3
ITGB4
ITGB5
ITGB6
ITGB7
ITGB8
KNG1
KRAS
RHOA
LIMK1
MYH9
MYL2
NRAS
PAK1
PAK2
PDGFB
PDGFRA
PDGFRB
PFN1
PFN2
PIK3CA
PIK3CD
PIK3R1
PIK3R2
SSH1
PPP1R12C
ENAH
MAPK1
MAPK3
PDGFC
MAP2K2
ACTR3B
PTK2
PXN
MYL7
RAC2
RAC3
BDKRB1
RRAS
BDKRB2
ACTR3C
SLC9A1
SOS2
BRAF
TIAM1
ACTG1
TMSB4X
VAV2
VCL
CXCR4
MYH14
PDGFD
FGF23
PIP5K1B
PIK3R3
SCIN
FGF18
IQGAP1
WASL
TMSB4Y
MYLK3
MYL10
ARHGEF6
FGF19
