Genes
BCL2L11
CDK2
CDKN1B
TPTEP2-CSNK1E
CDKN2B
KLF2
PLK4
PLK2
GADD45G
GABARAPL2
AGAP2
CREBBP
MAPK14
CSNK1E
GADD45A
EGF
EGFR
EP300
AKT1
AKT2
SIRT1
FBXO25
GRB2
GRM1
IGF1
IGF1R
FASLG
IL6
IL10
IRS1
ARAF
KRAS
MDM2
GADD45B
ATM
NRAS
PRKAG2
PIK3CA
PIK3CD
PIK3R1
PIK3R2
PLK1
PRKAG3
PRKAA2
PRKAB1
PRKAB2
MAPK1
MAPK3
MAPK13
MAP2K2
RAG1
RBL2
CCND1
MAPK12
SKP2
SOD2
SOS2
BRAF
STAT3
STK11
TGFB1
TGFB3
SETD7
CAT
PIK3R3
S1PR4
TNFSF10
CCNB1
CCND2
CCNB2
G6PC3
HOMER2
