Genes
CPSF4
PAPOLA
RNPS1
NUDT21
CPSF6
DDX19B
MSI2
CSTF1
CASC3
ACIN1
SMG6
TARDBP
GSPT2
FUS
DAZAP1
SSU72
NXT1
GSPT1
MAGOH
MSI1
PABPC3
PCF11
CPSF3
PELO
CPSF2
PNN
PPP2R3C
PPP2CA
PPP2CB
PPP2R2C
PPP2R3A
PPP2R5A
PPP2R5B
PPP2R5D
DDX19A
NXT2
PAPOLG
UPF3B
WDR82
PABPC1L
PABPN1
SYMPK
SMG7
