Genes
BCL2L11
GADD45G
CTNNB1
DDB2
GADD45A
EGF
EGFR
EREG
AKT1
AKT2
MTOR
APPL1
GRB2
MSH6
APC
BIRC5
ARAF
AREG
KRAS
RHOA
SMAD2
MLH1
MSH2
MSH3
GADD45B
NRAS
LEF1
POLK
PIK3CA
PIK3CD
PIK3R1
PIK3R2
CYCS
MAPK1
MAPK3
MAP2K2
BAX
RAC2
RAC3
RALA
RALB
CCND1
RPS6KB1
SOS2
BRAF
TCF7
TGFB1
TGFB3
TP53
AXIN1
AXIN2
TCF7L1
