Genes
CREBBP
CSNK2A1
CSNK2A2
CTNNB1
CTNND1
EGFR
EP300
ERBB2
FER
FGFR1
IGF1R
RHOA
LMO7
AFDN
LEF1
ACP1
MAPK1
MAPK3
PTPN1
PTPRB
NECTIN1
NECTIN2
RAC2
RAC3
SNAI2
SNAI1
MAP3K7
TCF7
ACTG1
VCL
TCF7L1
IQGAP1
WASL
FARP2
