Genes
CDK2
TAB1
CREB3
ATF2
CREBBP
MAPK14
TICAM1
CREB3L4
DDB1
DDB2
EGR2
EP300
AKT1
AKT2
GRB2
TBK1
APAF1
BIRC5
IFNA1
IFNA5
IFNA6
IFNA7
IFNA8
IFNA13
IFNA14
IFNA16
IFNAR1
TICAM2
FASLG
IL6
CXCL8
ARAF
KRAS
MMP9
NFKB1
NFKBIA
NRAS
PIK3CA
PIK3CD
PIK3R1
PIK3R2
ATP6AP1
CYCS
PRKCG
MAPK1
MAPK3
MAPK13
MAP2K2
MAP2K6
MAP2K7
MAVS
BAX
RB1
MAPK12
SLC10A1
SOS2
BRAF
STAT3
STAT5B
STAT6
MAP3K7
TGFB1
TGFB3
TLR2
TLR3
TP53
TRAF3
VDAC3
YWHAZ
CASP8
CASP10
CREB3L3
PIK3R3
FADD
CCNA1
CCNE1
CCNE2
