Genes
GSTA5
GGT5
HPGDS
GPX1
GPX3
ANPEP
GSR
GSS
GSTA3
GSTA4
GSTM1
GSTM2
GSTM5
GSTP1
IDH1
IDH2
MGST3
GPX8
CHAC2
ODC1
RRM2B
LAP3
PGD
RRM1
GGCT
CHAC1
NAT8
