Genes
PPIF
ATP5PD
UQCR11
CMA1
COL1A1
COL1A2
COX5B
COX6A1
COX6A2
COX7A1
CPT1B
CPT2
PARP1
MAPK14
CTSD
CYBA
CYBB
ACE
AKT1
AKT2
MTOR
MPC2
GAPDH
SLC25A4
GSR
GYS2
MPC1L
IRS1
NDUFS7
SMAD2
MMP2
MMP9
MT-ATP6
MT-ATP8
MT-CO3
MT-CYB
MT-ND1
MT-ND4
MT-ND4L
MT-ND6
NDUFA2
NDUFA4
NDUFA5
NDUFA7
NDUFA9
NDUFA10
NDUFB1
NDUFB4
NDUFB5
NDUFB7
NDUFB8
NDUFB9
NDUFB10
NDUFC2
NDUFS2
NDUFV1
NDUFS4
NDUFS6
NDUFV2
NFKB1
NOS3
ATP5F1A
ATP5F1B
ATP5F1D
ATP5F1E
ATP5PB
PDHA1
PDHA2
PDK2
PDK4
ATP5MC3
PIK3CA
PIK3CD
PIK3R1
PIK3R2
PLCB2
PLCB4
ATP5PO
NDUFB11
PTPA
PRKCG
PRKCZ
MAPK13
NDUFA4L2
RAC2
REN
MAPK12
SDHA
SDHB
SLC2A1
NCF1
SP1
TGFB1
TGFB3
TNNI3
UQCRC1
UQCRC2
VDAC3
SLC25A31
PIK3R3
COX7A2L
