Genes
CSNK1A1L
EVC2
CSNK1A1
CSNK1E
CSNK1G2
GRK3
MEGF8
EVC
FBXW11
MGRN1
GAS1
GLI1
GLI2
SPOPL
IHH
KIF7
ARRB1
SUFU
PRKACG
CCND1
HHIP
SHH
SMURF2
SMO
CUL3
CUL1
DISP1
CCND2
BTRC
