Genes
GDF11
CXCL13
CXCR6
CCL27
EDAR
IL24
IL17F
TNFRSF13C
CCR1
CCR3
CCR4
CCR5
CCR7
ACVR1C
IL17RE
CSF1R
CSF2
CSF3
IL34
CTF1
GDF7
EPO
EPOR
TNFRSF13B
IL17RA
GDF1
GDF2
MSTN
GDF9
AMH
AMHR2
IL36B
IL37
IL36A
IL17C
IL17B
TNFRSF21
BMP10
CXCR3
CXCL3
IFNE
IFNA1
IFNA5
IFNA6
IFNA7
IFNA8
IFNA13
IFNA14
IFNA16
IFNAR1
IFNG
IFNGR1
IL1A
IL1B
IL1RN
IL2
IL2RA
FASLG
IL2RB
IL3
IL4
IL4R
IL5
IL6
IL6ST
IL7
CXCL8
CXCR1
IL9
IL9R
IL10
IL10RA
IL10RB
IL11
IL11RA
IL12A
IL12B
IL12RB2
IL15
IL15RA
IL17A
IL18
INHA
INHBA
INHBB
CXCL10
GDF6
LEP
LEPR
LIF
LTBR
CXCL9
MPL
NGF
NGFR
NODAL
TNFRSF11B
OSM
IL21R
TNFRSF12A
ACKR4
IL23A
PF4
PF4V1
PPBP
IL17RB
IL26
PRL
PRLR
IL36G
CCL28
IFNK
ACKR3
CXCL16
IL22RA1
TNFRSF17
CCL1
CCL2
CCL13
CCL17
CCL21
CCL22
CXCL6
CXCL5
XCL1
CX3CL1
CRLF2
CXCR5
IL25
BMP2
BMP3
BMP4
BMP5
BMP6
BMP7
BMP8B
BMPR1B
TGFB1
TGFB3
TNFRSF1A
TNFRSF1B
TNFSF4
CCR2
CXCR4
INHBE
IL1F10
IL17RC
RELT
TNFSF11
TNFSF13
TNFSF12
TNFSF10
TNFSF9
TNFRSF6B
TNFRSF18
TNFRSF10B
TNFRSF10A
IL18RAP
IL1RL2
IL33
ACVR1B
IL1RL1
OSMR
ACVR2A
CD4
BMP15
CD27
ACVRL1
TNFRSF8
TNFSF8
GDF15
