Genes
PCGF3
LEFTY1
FZD10
ACVR1C
MAPK14
CTNNB1
DVL1
DVL2
AKT1
AKT2
ESRRB
FGF2
FGFR1
FGFR3
FGFR4
GRB2
HOXA1
APC
ID2
ID4
IGF1
IGF1R
IL6ST
INHBA
INHBB
ISL1
JARID2
KRAS
LIF
SMAD2
MEIS1
MYF5
ZFHX3
NODAL
NRAS
OTX1
WNT16
PIK3CA
PIK3CD
PIK3R1
PIK3R2
WNT4
RIF1
MAPK1
MAPK3
MAPK13
MAP2K2
MAPK12
LHX5
BMP4
BMPR1B
SOX2
STAT3
TBX3
TCF3
TCF7
WNT1
WNT2
WNT5A
WNT6
WNT7A
WNT8B
WNT10B
WNT9A
ZIC3
FZD3
NANOG
KAT6A
WNT10A
ESX1
WNT5B
AXIN1
AXIN2
FZD1
FZD7
INHBE
PCGF1
PIK3R3
WNT3A
ACVR1B
ACVR2A
HAND1
