Genes
BATF
BATF2
MAPK14
CSNK2A1
CSNK2A2
TICAM1
EGF
EGFR
AKT1
AKT2
ALK
MTOR
LAT
CD274
HIF1A
IFNG
IFNGR1
TICAM2
KRAS
NFKB1
NFKBIA
NFKBIE
NRAS
PIK3CA
PIK3CD
PIK3R1
PIK3R2
PLCG1
PPP3CA
PPP3R1
BATF3
PRKCQ
MAPK1
MAPK3
MAPK13
MAP2K2
MAP2K6
RPS6KB1
MAPK12
STAT3
TLR2
ZAP70
PIK3R3
CD3D
CD3E
CD4
