Genes
CDK4
VAV3
MAP3K8
MAPK14
CSF2
AKT1
AKT2
LAT
GRB2
IFNG
IL2
IL4
IL5
IL10
KRAS
RHOA
LCP2
NFKB1
NFKBIA
NFKBIE
NRAS
PAK1
PAK2
PIK3CA
PIK3CD
PIK3R1
PIK3R2
PLCG1
PPP3CA
PPP3R1
PRKCQ
MAPK1
MAPK3
MAPK13
MAP2K2
MAP2K7
MAPK12
SOS2
MAP3K7
VAV2
ZAP70
NCK2
PIK3R3
BCL10
CD3D
CD3E
CD4
