Genes
CHRNB2
GRIN3A
GRIN3B
SLC32A1
GABRA2
GABRA3
GABRA4
GABRA6
GABRB1
GABRB2
GABRD
GABRE
GABRG1
GRIA2
GRIA4
GRIN2A
GRIN2C
GRIN2D
SLC17A7
SLC17A6
CACNA1B
