Genes
PLA2G4B
VAV3
MAPK14
CSF2
AKT1
AKT2
MS4A2
FCER1G
ALOX5AP
LAT
PLA2G4D
GRB2
IL3
IL4
IL5
KRAS
LCP2
NRAS
PIK3CA
PIK3CD
PIK3R1
PIK3R2
PLA2G4A
PLCG1
PLCG2
MAPK1
MAPK3
MAPK13
MAP2K2
MAP2K6
MAP2K7
RAC2
RAC3
MAPK12
SOS2
VAV2
PIK3R3
