Genes
HOGA1
L3HYPDH
CKB
CKM
CKMT1B
CKMT2
GOT1L1
DAO
ALDH2
ALDH1B1
AOC1
GOT1
GOT2
PYCR2
ARG2
MAOA
MAOB
NOS2
NOS3
ODC1
P4HA1
LAP3
PRODH
PRODH2
ALDH4A1
