Genes
CDKN2B
FST
LEFTY1
ACVR1C
CREBBP
HJV
GDF7
DCN
E2F4
EP300
AMH
AMHR2
RGMB
ID2
ID4
IFNG
INHBA
INHBB
RHOA
GDF6
SMAD2
SMAD6
SMAD7
NODAL
PPP2CA
PPP2CB
MAPK1
MAPK3
RPS6KB1
SMURF2
BMP2
BMP4
BMP5
BMP6
BMP7
BMP8B
BMPR1B
SP1
TGFB1
TGFB3
THBS1
INHBE
CUL1
CHRD
ACVR1B
ACVR2A
ZFYVE9
