Genes
CETP
OSBPL5
CYP7A1
CYP27A1
APOA1
APOB
APOC3
APOE
APOH
LCAT
LIPA
LIPC
LPL
LRP1
NPC1
ANGPTL4
SORT1
ABCG8
SOAT1
STAR
VDAC3
SOAT2
VAPB
LIPG
