Genes
PLA2G4B
MAPK14
AKT1
AKT2
SHC2
PLA2G4D
HSPB1
KDR
KRAS
NOS3
NRAS
PIK3CA
PIK3CD
PIK3R1
PIK3R2
PLA2G4A
PLCG1
PLCG2
PPP3CA
PPP3R1
PRKCG
MAPK1
MAPK3
MAPK13
MAP2K2
PTGS2
PTK2
PXN
RAC2
RAC3
MAPK12
MAPKAPK3
PIK3R3
