Genes
MYL9
VAV3
CHAD
COL1A1
COL1A2
COL2A1
COL4A2
COL4A4
COL6A2
COL6A3
COMP
CRK
CTNNB1
DIAPH1
DOCK1
EGF
EGFR
ERBB2
AKT1
AKT2
VEGFD
LAMB4
FLNA
FLT1
FLT4
PIP5K1C
COL6A5
SHC2
GRB2
RAPGEF1
MYLPF
HGF
BIRC3
XIAP
IBSP
MYLK4
IGF1
IGF1R
ITGA1
ITGA2
ITGA2B
ITGA3
ITGA5
ITGA9
ITGAV
ITGB3
ITGB4
ITGB5
ITGB6
ITGB7
ITGB8
KDR
RHOA
LAMA2
LAMA4
LAMA5
LAMB1
LAMC1
LAMC2
ARHGAP5
MYL2
PAK1
PAK2
PDGFB
PDGFRA
PDGFRB
PIK3CA
PIK3CD
PIK3R1
PIK3R2
PPP1R12C
PRKCG
MAPK1
MAPK3
PDGFC
PTK2
PXN
MYL7
RAC2
RAC3
RAP1B
CCND1
TNN
SOS2
BRAF
THBS1
THBS3
ACTG1
VASP
VAV2
VCL
VEGFB
VTN
VWF
PDGFD
CAPN2
PIP5K1B
PIK3R3
CAV2
CCND2
MYLK3
MYL10
