Genes
CACNG2
ACE
DES
CACNG4
IGF1
IL6
ITGA1
ITGA2
ITGA2B
ITGA3
ITGA5
ITGA9
ITGAV
ITGB3
ITGB4
ITGB5
ITGB6
ITGB7
ITGB8
LAMA2
MYH7
MYL2
MYL3
PRKAG2
PRKAG3
PRKAA2
PRKAB1
PRKAB2
CACNG8
CACNG7
CACNG6
SGCA
SGCB
SGCD
SGCG
SLC8A2
SLC8A3
ACTC1
TGFB1
TGFB3
ACTG1
TNNC1
TNNI3
TNNT2
TPM1
TTN
CACNA1D
CACNA1S
CACNA2D1
CACNB1
CACNB3
CACNB4
CACNG1
CACNA2D2
