Genes
ST6GALNAC2
GALNT5
B3GNT6
ST6GALNAC3
GALNT1
GALNT2
GALNT8
GCNT1
ST6GALNAC4
GALNT18
GALNTL6
GALNT7
GALNT10
ST6GALNAC1
C1GALT1
GALNT17
ST3GAL1
GALNT4
