Genes
SF3B4
U2AF1
SF3A1
SLU7
TXNL4A
TCERG1
SNRNP27
LSM6
CCDC12
ZMAT2
DDX5
DHX8
U2AF1L4
HNRNPA3
ACIN1
PRPF6
FUS
PRPF40B
SYF2
RBMX
PRPF19
TRA2A
HNRNPA1
HSPA8
MAGOH
HNRNPM
CRNKL1
SF3B6
LSM7
LSM8
WBP11
PRPF38B
RBM22
XAB2
THOC2
ISY1
RBM25
RP9
SRSF1
SRSF5
SRSF6
SNRNP70
SNRPA
SNRPA1
SNRPB
SNRPB2
SNRPC
SNRPD1
SNRPD2
SNRPD3
SNRPF
SF3A2
SF3B5
THOC3
PHF5A
PRPF38A
PRPF18
SRSF9
SNRNP40
AQR
DHX38
