Genes
PPIF
TUBB3
TUBB4A
ATP5PD
CREB3
UQCR11
TUBA3E
GRIN3A
GRIN3B
COX5B
COX6A1
COX6A2
COX7A1
ATF2
MAPK14
CSNK2A1
CSNK2A2
KLC3
CREB3L4
CYBA
CYBB
EGR1
EIF2S1
GRIN2A
GRIN2C
GRIN2D
SLC25A4
APAF1
HSPA5
HSPA8
TUBB2B
IL1A
IL1B
IL6
NDUFS7
KIF5A
KIF5B
KLC1
LAMC1
MT-ATP6
MT-ATP8
MT-CO3
MT-CYB
MT-ND1
MT-ND4
MT-ND4L
MT-ND6
NDUFA2
NDUFA4
NDUFA5
NDUFA7
NDUFA9
NDUFA10
NDUFB1
NDUFB4
NDUFB5
NDUFB7
NDUFB8
NDUFB9
NDUFB10
NDUFC2
NDUFS2
NDUFV1
NDUFS4
NDUFS6
NDUFV2
ATP5F1A
ATP5F1B
ATP5F1D
ATP5F1E
ATP5PB
ATP5MC3
PIK3CA
PIK3CD
PIK3R1
PIK3R2
ATP5PO
CYCS
NDUFB11
PPP3CA
PPP3R1
PRKACG
MAPK1
MAPK3
MAPK13
PSMA2
PSMA3
PSMA4
PSMA5
PSMA6
PSMB1
NDUFA4L2
PSMB4
PSMB6
PSMB7
PSMC1
PSMD3
PSMD7
PSMD8
PSMD11
BAX
RAC2
MAPK12
SDHA
SDHB
KLC2
NCF1
SOD1
C5
TUBA4A
TUBB2A
C6
C8G
C9
UQCRC1
UQCRC2
VDAC3
CACNA1B
CACNA1D
CACNA1S
TUBAL3
TUBB1
SLC25A31
CREB3L3
TUBA1C
PIK3R3
CAV2
KLC4
COX7A2L
