Genes
PPIF
TRAP1
TUBB3
TUBB4A
ATP5PD
UQCR11
TUBA3E
LRRK2
COX5B
COX6A1
COX6A2
COX7A1
KLC3
DUSP1
EIF2S1
ERN1
SLC39A14
SLC39A6
TXN2
HTRA2
GNAI3
GNAS
SLC39A5
SLC25A4
SLC39A3
SLC39A2
APAF1
HSPA5
TUBB2B
NDUFS7
KIF5A
KIF5B
KLC1
MAOA
MAOB
MT-ATP6
MT-ATP8
MT-CO3
MT-CYB
MT-ND1
MT-ND4
MT-ND4L
MT-ND6
NDUFA2
NDUFA4
NDUFA5
NDUFA7
NDUFA9
NDUFA10
NDUFB1
NDUFB4
NDUFB5
NDUFB7
NDUFB8
NDUFB9
NDUFB10
NDUFC2
NDUFS2
NDUFV1
NDUFS4
NDUFS6
NDUFV2
NFE2L2
SLC11A2
ATP5F1A
ATP5F1B
ATP5F1D
ATP5F1E
UBE2J1
ATP5PB
ATP5MC3
CALML5
PLCG1
ATP5PO
CYCS
NDUFB11
PRKACG
PSMA2
PSMA3
PSMA4
PSMA5
PSMA6
PSMB1
NDUFA4L2
PSMB4
PSMB6
PSMB7
PSMC1
PSMD3
PSMD7
PSMD8
PSMD11
BAX
RPS27A
SDHA
SDHB
KLC2
SOD1
TH
TP53
TUBA4A
TUBB2A
UBE2L3
UCHL1
UQCRC1
UQCRC2
VDAC3
XBP1
TUBAL3
CALM3
TUBB1
SLC25A31
TUBA1C
KLC4
SLC39A13
COX7A2L
CALML4
UBE2L6
SNCAIP
KEAP1
