Genes
ADCY1
FZD10
ADCY8
ADCY9
CREBBP
CREB3L4
CTNNB1
DVL1
DVL2
EP300
GNAI3
GNAO1
GNAQ
GNAS
KIT
KRAS
MC1R
NRAS
LEF1
WNT16
CALML5
PLCB2
PLCB4
WNT4
PRKACG
PRKCG
MAPK1
MAPK3
MAP2K2
TCF7
TYR
TYRP1
WNT1
WNT2
WNT5A
WNT6
WNT7A
WNT8B
WNT10B
WNT9A
FZD3
WNT10A
CALM3
WNT5B
FZD1
FZD7
TCF7L1
CREB3L3
WNT3A
