Genes
CELA3A
SLC7A9
COL1A1
COL1A2
COL2A1
COL4A2
COL4A4
COL6A2
COL6A3
COL8A1
COL11A1
COL17A1
CPA1
CPA2
CPA3
CPB2
CTRL
SLC36A2
SLC36A1
CELA3B
ATP1B4
COL6A5
SLC36A3
KCNJ13
MEP1A
MEP1B
ATP1A4
ATP1B1
ATP1B2
ATP1B3
FXYD2
COL5A3
SLC38A2
PRCP
PRSS3
PGA3
PGA4
SLC1A1
SLC1A5
SLC3A1
SLC3A2
SLC8A2
SLC8A3
COL14A1
COL18A1
COL21A1
KCNK5
SLC7A7
