Genes
PLA2G4B
RASA4
GNB5
RASGRP4
CSF1R
EFNA1
EFNA2
EFNA3
EGF
EGFR
AKT1
AKT2
ETS1
FGF2
FGF3
FGF4
FGF6
FGF7
FGF8
FGF9
FGF10
FGFR1
FGFR3
FGFR4
VEGFD
RRAS2
MRAS
FLT1
FLT3
FLT3LG
FLT4
GAB1
SHC2
FGF20
ABL2
FGF22
LAT
GNB1
GNB3
GNG3
GNG5
GNG11
GNGT1
GNGT2
PLA2G4D
GRB2
GRIN2A
TBK1
HGF
IGF1
IGF1R
IGF2
FASLG
KDR
KIT
ARF6
KRAS
RHOA
PLA2G2C
AFDN
NFKB1
NGF
NGFR
NRAS
NTF3
NTRK1
NTRK2
PLA2G3
PAK1
PAK2
PLA1A
ANGPT4
PDGFB
PDGFRA
PDGFRB
GNG13
CALML5
PIK3CA
PIK3CD
PIK3R1
PIK3R2
PLA2G4A
PLCG1
PLCG2
PLD2
PLAAT2
PRKACG
EXOC2
PRKCG
MAPK1
MAPK3
PDGFC
MAP2K2
RALGAPB
RALGAPA2
RAB5A
RAC2
RAC3
RALA
RALB
RAP1B
RASA1
RASA2
RASGRF2
GNB4
REL
RRAS
BDNF
SOS2
TIAM1
VEGFB
ZAP70
PDGFD
FGF23
CALM3
PLA2G12A
PIK3R3
FGF18
CALML4
GNG8
GAB2
FGF19
