Genes
CHRM3
ADCY8
ADCY9
CST3
CST4
ATP1B4
AMY1A
AMY1B
GNAQ
GNAS
AMY2A
GUCY1A2
GUCY1A1
AQP5
KCNMA1
LPO
LYZ
MUC7
ATP1A4
ATP1B1
ATP1B2
ATP1B3
FXYD2
ATP2B1
ATP2B2
ATP2B3
CALML5
PLCB2
PLCB4
BEST2
PRKACG
PRKCG
PRKG2
SLC9A1
SLC12A2
BST1
VAMP2
MUC5B
CALM3
CAMP
CALML4
