Genes
CHAD
COL1A1
COL1A2
COL2A1
COL4A2
COL4A4
COL6A2
COL6A3
COMP
LAMB4
COL6A5
IBSP
ITGA1
ITGA2
ITGA2B
ITGA3
ITGA5
ITGA9
ITGAV
ITGB3
ITGB4
ITGB5
ITGB6
ITGB7
ITGB8
AGRN
LAMA2
LAMA4
LAMA5
LAMB1
LAMC1
LAMC2
SDC1
SDC4
TNN
THBS1
THBS3
VTN
VWF
