Genes
NANP
FCSK
TGDS
GALK1
GALK2
GMDS
HK1
HK2
HK3
PGM1
PGM3
PMM1
PMM2
NANS
MIOX
CMAS
GNPNAT1
UAP1
UGP2
UXS1
FPGT
