Genes
CREB3
GNB5
ADCY1
ADCY8
ADCY9
RXFP2
COL1A1
COL1A2
COL4A2
COL4A4
ATF2
MAPK14
CREB3L4
EGFR
AKT1
AKT2
VEGFD
SHC2
GNA15
GNAI3
GNAO1
GNAS
GNB1
GNB3
GNG3
GNG5
GNG11
GNGT1
GNGT2
GRB2
INSL3
KRAS
ARRB1
SMAD2
MMP1
MMP2
MMP9
MMP13
NFKB1
NFKBIA
NOS2
NOS3
NRAS
GNG13
PIK3CA
PIK3CD
PIK3R1
PIK3R2
PLCB2
PLCB4
PRKACG
PRKCZ
MAPK1
MAPK3
MAPK13
MAP2K2
MAP2K7
ACTA2
GNB4
RLN1
MAPK12
SOS2
TGFB1
VEGFB
CREB3L3
PIK3R3
GNG8
