Genes
NME6
ADCY1
ADCY8
ADCY9
AK7
NUDT16
AK8
DCK
DGUOK
AK1
AK4
ENPP4
AMPD1
AMPD3
GMPR
GUCY1A2
GUCY1A1
GUCY2C
GUCY2F
GUK1
NME7
GUCY2D
NT5C
NUDT2
HPRT1
APRT
IMPDH1
HDDC3
ENTPD8
ATIC
NME3
NME4
PNP
NPR2
NT5E
RRM2B
AK3
PDE11A
PDE3B
PDE4A
PDE6A
PDE6D
PDE6H
PDE9A
PDE1B
PGM1
NUDT9
PPAT
ADCY10
ALLC
NT5M
ADPRM
PRUNE1
RRM1
NME1-NME2
NT5C1A
PAPSS1
NT5C1B
ENTPD3
