Genes
ZNF274
FRS2
PRDM4
IRAK3
CRK
MAPK14
AKT1
AKT2
GAB1
SHC2
RPS6KA6
GRB2
RAPGEF1
FASLG
IRAK2
IRS1
KRAS
RHOA
ARHGDIB
ARHGDIG
NFKB1
NFKBIA
NFKBIE
NGF
NGFR
NRAS
NTF3
NTRK1
NTRK2
CALML5
PIK3CA
PIK3CD
PIK3R1
PIK3R2
PLCG1
PLCG2
MAPK1
MAPK3
MAPK13
MAP2K2
MAP2K5
MAP2K7
KIDINS220
BAX
RAP1B
RPS6KA2
RPS6KA3
BDNF
SORT1
MAPK12
SOS2
BRAF
TP53
TP73
CALM3
CAMK4
PIK3R3
RIPK2
CALML4
