Genes
MAPK14
CYLD
EGR2
AKT1
AKT2
FCER1G
RRAS2
MRAS
CLEC4E
PYCARD
CLEC4D
IL1B
IL2
IL6
IL10
IL12A
IL12B
IRF1
KRAS
RHOA
MDM2
NFKB1
NFKBIA
NRAS
PAK1
CLEC1B
IL23A
CALML5
PIK3CA
PIK3CD
PIK3R1
PIK3R2
PLCG2
PPP3CA
PPP3R1
MAPK1
MAPK3
MAPK13
PTGS2
RELB
BCL3
RRAS
MAPK12
CCL17
CCL22
CALM3
CASP8
PIK3R3
BCL10
CALML4
CLEC6A
