Genes
CDK4
CDK6
CDKN1B
CDKN2B
CDKN2C
CREB3
ADCY1
FZD10
ADCY8
ADCY9
ATF2
CRH
CREB3L4
CTNNB1
CYP11B1
DVL1
DVL2
EGFR
AHR
FH
AIPL1
GNA11
GNAI3
GNAQ
GNAS
APC
PDE11A
LEF1
WNT16
RASD1
PLCB2
PLCB4
WNT4
PRKACG
MAPK1
MAPK3
MAP2K2
RAP1B
RB1
RBBP5
CCND1
SP1
BRAF
STAR
TCF7
WNT1
WNT2
WNT5A
WNT6
WNT7A
WNT8B
WNT10B
WNT9A
CACNA1D
CACNA1S
FZD3
WNT10A
KMT2D
WNT5B
AXIN1
AXIN2
FZD1
FZD7
TCF7L1
CREB3L3
CACNA1G
WNT3A
CCNE1
AIP
USP8
CCNE2
SCARB1
