Genes
PPIF
MYL9
CREB3
ADCY1
ADCY8
ADCY9
CNGB1
ADORA1
ATF2
ADORA3
CREB3L4
ADRA2A
AKT1
AKT2
ATP1B4
KCNMB4
GNA11
GNA12
GNAI3
GNAQ
SLC25A4
GTF2I
GUCY1A2
GUCY1A1
MYLK4
IRS1
KCNMA1
KCNMB1
KNG1
RHOA
MEF2A
MEF2C
MYH7
ATP1A4
ATP1B1
ATP1B2
ATP1B3
NOS3
FXYD2
NPPB
NPR2
ATP2B1
ATP2B2
ATP2B3
OPRD1
PDE3B
CALML5
PLCB2
PLCB4
PPP3CA
PPP3R1
PRKG2
MAPK1
MAPK3
MAP2K2
RGS2
BDKRB2
SLC8A2
SLC8A3
SRF
TRPC6
VASP
VDAC3
CACNA1D
CACNA1S
CALM3
SLC25A31
CREB3L3
MYLK3
CALML4
GTF2IRD1
