Genes
ATP1B4
IGF1
IRS1
KRAS
ATP1A4
ATP1B1
ATP1B2
ATP1B3
FXYD2
PIK3CA
PIK3CD
PIK3R1
PIK3R2
PRKCG
MAPK1
MAPK3
SCNN1G
PIK3R3
