Genes
VAV3
FRS2
FZD10
COL1A1
COL1A2
MAPK14
CTNNB1
DCN
DDX5
HBEGF
EGFR
ERBB2
ERBB3
AKT1
AKT2
FGF2
FGFR1
RRAS2
MRAS
FLNA
MTOR
GAB1
GPC3
PDCD4
GPC1
ANK1
ANK3
GRB2
HGF
HIF1A
HOXD10
IGF1
IGF1R
IGF2
IHH
FASLG
IL12B
ITGA2
ITGA5
ITGAV
ARAF
ITGB3
ITGB5
KDR
KRAS
RHOA
LUM
SMAD2
MDM2
MMP2
MMP9
NRAS
PAK1
WNT16
PIK3CA
PIK3CD
PIK3R1
PIK3R2
PLCG1
PLCG2
WNT4
PPP1R12C
PRKACG
PRKCG
MAPK1
MAPK3
MAPK13
MAP2K2
PTK2
PXN
CCND1
RPS6KB1
RRAS
MAPK12
SDC1
SDC2
SDC4
SHH
SLC9A1
SMO
SOS2
BRAF
STAT3
TFAP4
TGFB1
THBS1
TIAM1
TIMP3
TLR2
ACTG1
TP53
TWIST1
VAV2
VTN
WNT1
WNT2
WNT5A
WNT6
WNT7A
WNT8B
WNT10B
WNT9A
FZD3
NANOG
WNT10A
WNT5B
FZD1
FZD7
PIK3R3
CAV2
CBL
IQGAP1
WNT3A
