Genes
CLCN2
SLC34A3
ATP1B4
FTH1
STEAP2
STEAP1
SLC40A1
HMOX1
MT1A
MT1M
MT2A
ATP1A4
ATP1B1
ATP1B2
ATP1B3
FXYD2
SLC11A2
ATP2B1
ATP2B2
ATP2B3
ATP7A
ATP7B
SLC5A1
SLC8A2
SLC8A3
SLC34A1
TF
VDR
SLC30A1
S100G
