Genes
GADD45G
FZD10
CTNNB1
DDB2
GADD45A
DVL1
DVL2
GLI1
GLI2
APC
KIF7
GADD45B
LEF1
WNT16
POLK
SUFU
WNT4
BAX
HHIP
SHH
BMP2
BMP4
SMO
TCF7
TP53
WNT1
WNT2
WNT5A
WNT6
WNT7A
WNT8B
WNT10B
WNT9A
FZD3
WNT10A
WNT5B
AXIN1
AXIN2
FZD1
FZD7
TCF7L1
