Genes
TAB1
MAP3K8
MAPK14
TICAM1
CTSK
AKT1
AKT2
LY96
TBK1
IFNA1
IFNA5
IFNA6
IFNA7
IFNA8
IFNA13
IFNA14
IFNA16
IFNAR1
TICAM2
IL1B
IL6
CXCL8
IL12A
IL12B
CXCL10
IRF5
LBP
CXCL9
NFKB1
NFKBIA
PIK3CA
PIK3CD
PIK3R1
PIK3R2
MAPK1
MAPK3
MAPK13
MAP2K2
MAP2K6
MAP2K7
MAPK12
MAP3K7
TLR1
TLR2
TLR3
TRAF3
CASP8
PIK3R3
RIPK1
FADD
CD80
