Genes
ADA
ACOT8
GNPDA1
PLA2G4B
COX17
NAMPT
NME6
GPHN
GLYAT
TCIRG1
AKR1A1
RXYLT1
CDO1
BPNT1
CEPT1
CDS1
PEMT
CDIPT
ACAA2
ATP5PD
AGPAT2
SPTLC1
POMT1
MTHFS
ST6GALNAC2
ATP5MG
EBP
ADCY1
NEU3
ALDH1L1
ACOT2
HTD2
UQCR11
SDS
SLC27A5
B4GAT1
HIBADH
CHIT1
TREH
INMT
CHKA
GALNT5
CA5B
SAT2
HOGA1
L3HYPDH
B4GALT7
MGAT4A
MGLL
ADCY8
ADCY9
CKB
CKM
CKMT1B
CKMT2
PNLIPRP3
AK7
DEGS2
MTFMT
HYKK
ADH1A
ACER1
ADH5
PIGU
CMPK2
MBOAT2
ACMSD
GALM
UROC1
NUDT16
GLYCTK
GNPDA2
COX5B
ENPP6
NADK2
COX6A1
COX6A2
CMBL
COX7A1
B3GAT2
COX10
COX11
COX15
GOT1L1
GPAT4
DGKK
NANP
ACSM6
CS
AMDHD1
RDH12
AANAT
GPAT2
CYP2A6
CYP2A7
CYP2C19
CYP2C8
CYP2C9
CYP2C18
RDH10
CYP3A5
AK8
CYP7A1
CYP11B1
CYP24A1
CYP26A1
CYP27A1
CYP27B1
CYP51A1
LDHAL6A
DAD1
ALDH1L2
DGKG
DGKQ
DAO
NAGS
DBT
DCK
DGUOK
DHFR
DHODH
NQO1
DLAT
DLD
DLST
SARDH
AGL
DNMT3A
ABAT
AHCY
B3GNT6
SDR16C5
EHHADH
LDHD
FCSK
PIKFYVE
DHFR2
STT3B
ENO1
ENO2
ENO3
AK1
CERS3
AK4
ESD
MECOM
EXT1
EXTL3
ALDH1A1
ALDH2
ALDH3A1
ALDH1B1
GSTA5
FKTN
ALDOA
FH
CHSY1
ENPP4
SEPHS1
RPIA
ALDOC
PLCH1
NMNAT2
AKR1B1
COLGALT2
ACSBG1
FMO2
FMO3
FMO5
PIP5K1C
SIRT5
SIRT4
SIRT1
MLYCD
FOLH1
GCAT
ETHE1
TGDS
HAAO
NNT
HYAL4
PIGN
BHMT2
PISD
ALOX12
ALOX12B
ATP6V0D2
ATP6V1C2
ALOX15
ALOX15B
ALPI
ALPG
FUT6
ST6GALNAC3
PGLS
GALC
GALK1
GALK2
GALNS
GALNT1
GALNT2
MTHFD1L
SGMS1
GAPDH
AOC1
GLCE
PHGDH
B3GAT3
GALNT8
GBGT1
GAPDHS
GCNT1
GGCX
GGT5
AMPD1
ACAD8
ST6GALNAC4
CHIA
GLS2
GLA
AMPD3
DHDH
HPGDS
MCAT
MAT2B
GLUD1
AMT
AMY1A
GMDS
GMPR
AMY1B
AMY2A
GNS
GOT1
GOT2
GPLD1
PGM2L1
B4GALNT3
PLA2G4D
GDPD1
GPX1
GPX3
ANPEP
GSR
GSS
GSTA3
GSTA4
GSTM1
GSTM2
GSTM5
GSTP1
GUCY1A2
GUCY1A1
GUCY2C
GUCY2F
GUK1
ALG5
GYG1
PYCR2
NME7
ALG6
POMT2
CERS2
DMGDH
GYS2
GUCY2D
HSD17B10
HADH
HAL
HCCS
HDC
HEXB
HGD
NT5C
HK1
HK2
HK3
AOC2
HLCS
HMGCR
HMOX1
HNMT
DHRS4L2
NUDT2
HPD
HPRT1
HSD11B1
HSD17B1
HSD17B2
HSD17B4
ACADL
NDST1
HYAL1
GADL1
NAT8L
ACADM
ACSM4
IDH1
IDH2
IDH3A
IDH3G
IDI1
IDUA
MOGAT3
ACADS
APRT
IMPA2
IMPDH1
INPP1
INPP4A
INPPL1
ACADVL
ITPKA
NDUFS7
GALNT18
HDDC3
ENTPD8
KHK
ACAT1
ARG2
LALBA
PLA2G2C
LCT
LIPC
LTA4H
CYP4F3
ARSA
ARSB
STS
MAN2A1
MAOA
MAOB
MARS1
MDH1
MGAT5
MGST3
MPST
ASNS
MTHFD2L
GALNTL6
ASPA
ASS1
MT-ATP6
MT-ATP8
MT-CO3
MT-CYB
MTHFD1
MT-ND1
MT-ND4
MT-ND4L
MT-ND6
MMUT
MVD
MVK
NAGLU
NDUFA2
NDUFA4
NDUFA5
NDUFA7
NDUFA9
NDUFA10
NDUFB1
ATIC
NDUFB4
NDUFB5
NDUFB7
NDUFB8
NDUFB9
NDUFB10
NDUFC2
NDUFS2
NDUFV1
NDUFS4
NDUFS6
NDUFV2
NEU2
ATP12A
NME3
NME4
NOS2
NOS3
PNP
NPR2
NT5E
