Genes
STX1B
AP2M1
CLTA
CLTB
SLC32A1
RIMS1
ATP6V0D2
ATP6V1C2
CPLX4
UNC13C
ATP6V1D
ATP6V1A
ATP6V1B1
ATP6V1B2
ATP6V1E1
ATP6V0A1
SLC17A7
SLC17A6
RAB3A
SLC1A1
SLC1A2
SLC1A3
SLC1A6
SLC6A2
SLC6A4
SLC6A7
SLC6A11
SLC6A12
SNAP25
STX1A
VAMP2
SYT1
CACNA1B
NAPA
ATP6V0E1
ATP6V0D1
SLC6A5
