Genes
CACNG3
CACNG2
UQCR11
COX5B
COX6A1
COX6A2
COX7A1
ATP1B4
CACNG4
HRC
MT-CO3
MT-CYB
MYH7
MYL2
MYL3
MYL4
ATP1A4
ATP1B1
ATP1B2
ATP1B3
FXYD2
CACNG8
CACNG7
CACNG6
SLC8A2
SLC8A3
SLC9A1
ACTC1
TNNC1
TNNI3
TNNT2
TPM1
UQCRC1
UQCRC2
CACNA1D
CACNA1S
CACNA2D1
CACNB1
CACNB3
CACNB4
CACNG1
CASQ2
COX7A2L
CACNA2D2
