Genes
ADCY1
ADCY8
ADCY9
MAPK14
TRPV3
F2RL1
ALOX12
GNAQ
GNAS
PLA2G4D
HTR2B
IGF1
IL1B
KNG1
ASIC2
ASIC1
NGF
NTRK1
TRPV2
CALML5
PIK3CA
PIK3CD
PIK3R1
PIK3R2
PLA2G4A
PLCB2
PLCB4
PLCG1
PLCG2
PRKACG
PRKCG
PRKCQ
MAPK13
MAP2K6
PTGER2
TRPV4
BDKRB1
BDKRB2
MAPK12
TRPM8
CALM3
PIK3R3
TRPA1
CALML4
