Genes
PLA2G4B
AGPAT2
ADCY1
ADCY8
ADCY9
DGKK
DGKG
DGKQ
EGF
EGFR
AKT1
AKT2
F2
F2R
MS4A2
FCER1G
RRAS2
MRAS
PIP5K1C
MTOR
GAB1
SHC2
CYTH4
GNA12
GNAS
PLA2G4D
GRB2
GRM1
CXCL8
CXCR1
KIT
ARF6
KRAS
RHOA
NRAS
PDGFB
PDGFRA
PDGFRB
PIK3CA
PIK3CD
PIK3R1
PIK3R2
PLA2G4A
PLCB2
PLCB4
PLCG1
PLCG2
PLD2
AVP
AVPR1A
MAPK1
MAPK3
PDGFC
MAP2K2
AGPAT3
PTGFR
RALA
RALB
RHEB
RRAS
SOS2
TSC1
TSC2
PDGFD
PIP5K1B
PIK3R3
DGKE
PLPP1
PLPP2
DGKI
