Genes
ARPC5
ARPC3
ACTR3
ACTR2
ARPC2
CALCOCO2
U2AF1
RRAGB
NOD1
MYL9
TAB1
ARPC1A
RRAGA
CBX3
SEPTIN12
CRK
MAPK14
CSF2
DIAPH1
DOCK1
EGFR
U2AF1L4
AKT1
AKT2
ATG14
SEPTIN6
FBXW11
MTOR
TAB3
WIPI2
CYTH4
PYCARD
TBK1
GSK3A
MYLPF
H3-3A
H3-3B
HK1
HK2
HK3
IL1B
CXCL8
IL18
ITGA5
ARF6
RHOA
MDM2
MYL2
ATM
NFKB1
NFKBIA
UBE2D4
PFN1
PFN2
PIK3C3
PIK3CA
PIK3CD
PIK3R1
PIK3R2
PLCB2
PLCB4
PLCG1
PLCG2
CYCS
FNBP1L
WIPI1
PRKCQ
MAPK1
MAPK3
MAPK13
ACTR3B
PTK2
BAX
PXN
MYL7
RPS6KB1
RPS27A
MAPK12
ELMO2
ACTR3C
MAP3K7
ACTG1
TNFRSF1A
TP53
C3
TRAF2
TRAF5
UBE2V1
UBE2V2
VCL
MAP1LC3B
SHARPIN
CAPN1
CAPN2
CUL1
PIK3R3
BECN1
RIPK1
RIPK2
BCL10
BTRC
WASL
PLCZ1
TIFA
MYL10
SEPTIN7
RBX1
