Genes
VAV3
ADCY1
ADCY8
ADCY9
ADORA2B
CRK
MAPK14
CSF1R
CTNNB1
CTNND1
EFNA1
EFNA2
EFNA3
EGF
EGFR
AKT1
AKT2
F2R
FGF2
FGF3
FGF4
FGF6
FGF7
FGF8
FGF9
FGF10
FGFR1
FGFR3
FGFR4
VEGFD
MRAS
SIPA1L3
FLT1
FLT4
PRKD3
FYB1
FGF20
FGF22
LAT
GNAI3
GNAO1
GNAQ
GNAS
RAPGEF1
GRIN2A
HGF
IGF1
IGF1R
ITGA2B
ITGAM
ITGB3
KDR
KIT
KRAS
RHOA
LCP2
AFDN
NGF
NGFR
NRAS
PARD6A
ANGPT4
EVL
PDGFB
PDGFRA
PDGFRB
RAPGEF6
CALML5
PFN1
PFN2
PIK3CA
PIK3CD
PIK3R1
PIK3R2
PLCB2
PLCB4
PLCG1
ENAH
PRKCG
PRKCI
PRKD1
PRKCZ
MAPK1
MAPK3
MAPK13
PDGFC
MAP2K2
MAP2K6
RAC2
RAC3
RALA
RALB
RAP1B
RRAS
MAPK12
ARAP3
BRAF
THBS1
TIAM1
ACTG1
VASP
VAV2
VEGFB
PDGFD
FGF23
CALM3
PARD6B
PIK3R3
FGF18
F2RL3
CALML4
RAPGEF2
FARP2
FGF19
