Genes
TCIRG1
AP4B1
CTSC
AP3M2
AP4S1
TPP1
CLTA
CLTB
CTSD
CTSG
CTSH
CTSK
CTSV
CTSZ
AP1B1
AP1G1
AGA
DNASE2
ARSG
WDR7
AP4E1
ABCB9
HYAL4
PLA2G15
ATP6V0D2
FUCA2
GALC
GALNS
GGA1
LAMP3
GLA
GNS
SUMF1
HEXB
HYAL1
IDUA
LIPA
M6PR
ARSA
ARSB
MAN2B1
NAGLU
NPC1
SLC11A2
NAGPA
ATP6V0A1
ATP6AP1
ACP5
LAPTM4B
LGMN
MCOLN1
SORT1
SGSH
SLC11A1
LAPTM5
GNPTAB
HYAL3
GNPTG
AP3B1
AP1G2
AP1M1
ATP6V0D1
AP4M1
NAPSA
SCARB2
CD68
