Genes
GNB5
ADCY1
ADCY8
ADCY9
GRIN3A
GRIN3B
GRK3
GLS2
GNAI3
GNAO1
GNAQ
GNAS
GNB1
GNB3
GNG3
GNG5
GNG11
GNGT1
GNGT2
PLA2G4D
GRIA2
GRIA4
GRIK2
GRIK5
GRIN2A
GRIN2C
GRIN2D
GRM1
KCNJ3
SHANK1
GNG13
PLA2G4A
PLCB2
PLCB4
PLD2
SLC38A2
PPP3CA
PPP3R1
PRKACG
PRKCG
MAPK1
MAPK3
SLC17A7
SLC17A6
GNB4
SLC1A1
SLC1A2
SLC1A3
SLC1A6
CACNA1D
GNG8
HOMER2
