Genes
BCL2L11
EGF
EGFR
ERBB2
ERBB3
AKT1
AKT2
FGF2
FGFR3
MTOR
GAB1
SHC2
GRB2
HGF
NRG1
IGF1
IGF1R
IL6
ARAF
KDR
KRAS
NRAS
PDGFB
PDGFRA
PDGFRB
PIK3CA
PIK3CD
PIK3R1
PIK3R2
PLCG1
PLCG2
AXL
PRKCG
MAPK1
MAPK3
PDGFC
MAP2K2
BAX
RPS6KB1
SOS2
BRAF
STAT3
PDGFD
PIK3R3
EIF4E2
