Genes
PLA2G4B
CACNG3
CACNG2
MYL9
ADCY1
ADCY8
ADCY9
MYL6B
EEF2
EGFR
CACNG4
GNAI3
GNAO1
GNAQ
GNAS
PLA2G4D
GUCY1A2
GUCY1A1
MYLK4
KCNJ2
KCNJ3
KCNJ9
KRAS
RHOA
MEF2C
NOS3
NPR2
NRAS
OXT
PRKAG2
CALML5
PLA2G4A
PLCB2
PLCB4
PRKAG3
PPP1R12C
PPP3CA
PPP3R1
PRKAA2
PRKAB1
PRKAB2
PRKACG
PRKCG
MAPK1
MAPK3
MAP2K2
MAP2K5
CAMK1G
PTGS2
CACNG8
CACNG7
CACNG6
CCND1
RGS2
ACTG1
CACNA1D
CACNA1S
CACNA2D1
CACNB1
CACNB3
CACNB4
CACNG1
CALM3
CAMK4
CAMK1
MYLK3
CALML4
CACNA2D2
