Genes
CDK4
CDKN1B
CDKN2C
DLL3
ADCY1
ADCY8
ADCY9
MAPK14
JAG1
HBEGF
EGFR
ERBB2
AKT1
AKT2
MTOR
SHC2
GNAS
GPER1
GRB2
IGF1
IGF1R
ARAF
KRAS
MDM2
MMP2
MMP9
NOTCH2
NOTCH3
NRAS
PIK3CA
PIK3CD
PIK3R1
PIK3R2
DLL4
MED1
PRKACG
MAPK1
MAPK3
MAPK13
MAP2K2
PTK2
BAX
RB1
CCND1
RPS6KB1
MAPK12
BIK
SOS2
SP1
BRAF
TP53
NCOA3
PIK3R3
