Genes
MED12L
CREBBP
CTNNB1
EP300
AKT1
AKT2
MED13L
ATP1B4
MTOR
SIN3A
KAT2A
MED4
HDAC2
HIF1A
ITGAV
ITGB3
KRAS
MDM2
MYH7
ATP1A4
ATP1B1
ATP1B2
ATP1B3
NOTCH2
NOTCH3
FXYD2
NRAS
PFKL
PIK3CA
PIK3CD
PIK3R1
PIK3R2
PLCB2
PLCB4
PLCG1
PLCG2
SLCO1C1
WNT4
MED1
PRKACG
PRKCG
MAPK1
MAPK3
MAP2K2
CCND1
RHEB
SLC2A1
BMP4
SLC9A1
THRA
THRB
ACTG1
TP53
TSC2
NCOA3
PIK3R3
KAT2B
PLCZ1
MED30
MED14
MED17
MED27
NCOR1
