Genes
ADCY9
AP2M1
CLTA
CLTB
ATP1B4
GNAQ
GNAS
KLK1
KLK2
ATP1A4
ATP1B1
ATP1B2
ATP1B3
FXYD2
ATP2B1
ATP2B2
ATP2B3
PLCB2
PLCB4
PRKACG
PRKCG
BDKRB2
SLC8A2
SLC8A3
VDR
CALB1
RAB11A
