Genes
CDK4
CDK6
GNB5
CCR1
CCR3
CCR4
CCR5
CREBBP
MAPK14
CSF2
TICAM1
CTNNB1
EP300
AKT1
AKT2
FGF2
ATG14
MTOR
GNB1
GNB3
GNG3
GNG5
GNG11
GNGT1
GNGT2
TBK1
CXCL3
HIF1A
ICAM1
IFNA1
IFNA5
IFNA6
IFNA7
IFNA8
IFNA13
IFNA14
CD200R1L
IFNA16
IFNAR1
IFNGR1
IL6
IL6ST
CXCL8
KRAS
NFKB1
NFKBIA
NRAS
LEF1
PDGFB
GNG13
CALML5
PIK3C3
PIK3CA
PIK3CD
PIK3R1
PIK3R2
PLCG1
PLCG2
CYCS
PPP3CA
PPP3R1
MAPK1
MAPK3
MAPK13
MAP2K2
MAP2K6
MAP2K7
EIF2AK2
PTGS2
BAX
RB1
GNB4
CCND1
RPS27A
MAPK12
ATG3
STAT3
TCF7
TLR3
TNFRSF1A
TP53
C3
TRAF2
TRAF3
CALM3
MAP1LC3B
TCF7L1
CASP8
PIK3R3
BECN1
FADD
CALML4
GNG8
