Genes
DCTN2
DCTN6
ADCY9
DYNLL2
CREB3L4
DCTN1
DYNC1I2
DYNC1LI2
GNAS
AQP2
AQP3
ARHGDIB
ARHGDIG
DYNC1LI1
DCTN4
AVP
PRKACG
RAB5A
VAMP2
DCTN5
CREB3L3
RAB11A
