Genes
HYKK
DLD
DLST
EHHADH
MECOM
ALDH2
ALDH1B1
COLGALT2
HADH
ACAT1
KMT5B
PIPOX
PLOD1
PLOD2
DHTKD1
PRDM9
KMT2C
PRDM16
SMYD3
NSD2
PRDM2
COLGALT1
SUV39H2
CAMKMT
KMT2D
SETD7
BBOX1
DOT1L
KMT5C
PLOD3
SETD1A
