Genes
TUBB3
TUBB4A
ADCY1
TUBA3E
ADCY8
ADCY9
EGF
EGFR
GJA1
GNA11
GNAI3
GNAQ
GNAS
GRB2
GRM1
GUCY1A2
GUCY1A1
HTR2B
TUBB2B
KRAS
NRAS
PDGFB
PDGFRA
PDGFRB
PLCB2
PLCB4
PRKACG
PRKCG
PRKG2
MAPK1
MAPK3
PDGFC
MAP2K2
MAP2K5
GJD2
SOS2
TUBA4A
TUBB2A
TUBAL3
PDGFD
TUBB1
TUBA1C
