Genes
CDK4
CDK6
GADD45G
DDB2
GADD45A
EGF
EGFR
ERBB2
AKT1
AKT2
MTOR
ARAF
KRAS
SMAD2
GADD45B
NFKB1
POLK
PIK3CA
PIK3CD
PIK3R1
PIK3R2
PLD2
MAPK1
MAPK3
BAX
RAC2
RAC3
RALA
RALB
RB1
CCND1
RPS6KB1
BRAF
STAT3
TGFB1
TGFB3
TP53
PIK3R3
ARHGEF6
